category,lawName,ENG,KOR
내국세,자산재평가법,"(2) Deleted. <by Act No. 2683, Dec. 21, 1974>",② 삭제 <1974.12.21.>
내국세,자산재평가법,"[This Article Newly Inserted by Act No. 5531, Apr. 10, 1998]",[본조신설 1998.4.10.]
내국세,재건축초과이익 환수에 관한 법률 시행령,"5. Deleted. <Sep. 15, 2020>",5. 삭제 <2020. 9. 15.>
내국세,재건축초과이익 환수에 관한 법률 시행령,"[This Article Newly Inserted on Feb. 19, 2021]",[본조신설 2021. 2. 19.]
내국세,재건축초과이익 환수에 관한 법률 시행령,"(5) Deleted. <Feb. 19, 2021>",⑤ 삭제 <2021. 2. 19.>
내국세,재건축초과이익 환수에 관한 법률 시행령,"(6) Deleted. <Feb. 19, 2021>",⑥ 삭제 <2021. 2. 19.>
내국세,재건축초과이익 환수에 관한 법률 시행령,"(7) Deleted. <Feb. 19, 2021>",⑦ 삭제 <2021. 2. 19.>
내국세,재건축초과이익 환수에 관한 법률 시행령,"[This Article Newly Inserted on Sep. 5, 2017]",[본조신설 2017. 9. 5.]
내국세,재건축초과이익 환수에 관한 법률 시행령,"[This Article Newly Inserted on Feb. 19, 2021]",[본조신설 2021. 2. 19.]
내국세,재건축초과이익 환수에 관한 법률 시행령,"[This Article Newly Inserted on Dec. 30, 2013]",[본조신설 2013. 12. 30.]
내국세,재건축초과이익 환수에 관한 법률 시행령,"(1) Deleted. <Mar. 4, 2010>",① 삭제 <2010. 3. 4.>
내국세,재건축초과이익 환수에 관한 법률 시행령,"(2) Deleted. <Mar. 4, 2010>",② 삭제 <2010. 3. 4.>
내국세,재건축초과이익 환수에 관한 법률 시행령,"(4) Deleted. <Mar. 4, 2010>",④ 삭제 <2010. 3. 4.>
내국세,조세범 처벌법,"[This Article Newly Inserted by Act No. 12172, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,6. Liquor Tax Act;,6. 「주세법」
내국세,조세특례제한법,7. Stamp Tax Act;,7. 「인지세법」
내국세,조세특례제한법,"14. Deleted; <by Act No. 6538, Dec. 29, 2001>",14. 삭제 <2001. 12. 29.>
내국세,조세특례제한법,"17. Deleted; <by Act No. 6299, Dec. 29, 2000>",17. 삭제 <2000. 12. 29.>
내국세,조세특례제한법,18. Education Tax Act;,18. 「교육세법」
내국세,조세특례제한법,"20. Deleted; <by Act No. 5982, May 24, 1999>",20. 삭제 <1999. 5. 24.>
내국세,조세특례제한법,"22. Deleted; <by Act No. 9921, Jan. 1, 2010>",22. 삭제 <2010. 1. 1.>
내국세,조세특례제한법,6. Liquor Tax Act;,6. 「주세법」
내국세,조세특례제한법,7. Stamp Tax Act;,7. 「인지세법」
내국세,조세특례제한법,"10. Deleted; <by Act No. 9346, Jan. 30, 2009> <<Enforcement Date: Jan. 1, 2022>>",10. 삭제 <2009. 1. 30.>
내국세,조세특례제한법,"14. Deleted; <by Act No. 6538, Dec. 29, 2001>",14. 삭제 <2001. 12. 29.>
내국세,조세특례제한법,"17. Deleted; <by Act No. 6299, Dec. 29, 2000>",17. 삭제 <2000. 12. 29.>
내국세,조세특례제한법,18. Education Tax Act;,18. 「교육세법」
내국세,조세특례제한법,"20. Deleted; <by Act No. 5982, May 24, 1999>",20. 삭제 <1999. 5. 24.>
내국세,조세특례제한법,"22. Deleted; <by Act No. 9921, Jan. 1, 2010>",22. 삭제 <2010. 1. 1.>
내국세,조세특례제한법,1. Mining business;,1. 광업
내국세,조세특례제한법,3. Construction business;,3. 건설업
내국세,조세특례제한법,7. Broadcasting business;,7. 방송업
내국세,조세특례제한법,1. Types of business eligible for tax reduction or exemption:,1. 감면 업종
내국세,조세특례제한법,2. Tax reduction rates:,2. 감면 비율
내국세,조세특례제한법,1. Types of business eligible for tax reduction or exemption:,1. 감면 업종
내국세,조세특례제한법,2. Tax reduction rates:,2. 감면 비율
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"2. Deleted; <by Act No. 14390, Dec. 20, 2016>",2. 삭제 <2016. 12. 20.>
내국세,조세특례제한법,"3. Deleted. <by Act No. 16009, Dec. 24, 2018>",3. 삭제 <2018. 12. 24.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 14390, Dec. 20, 2016]",[본조신설 2016. 12. 20.]
내국세,조세특례제한법,"(2) Deleted. <by Act No. 9272, Dec. 26, 2008>",② 삭제 <2008. 12. 26.>
내국세,조세특례제한법,"(3) Deleted. <by Act No. 7003, Dec. 30, 2003>",③ 삭제 <2003. 12. 30.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 15227, Dec. 19, 2017]",[본조신설 2017. 12. 19.]
내국세,조세특례제한법,"(2) Deleted. <by Act No. 12853, Dec. 23, 2014>",② 삭제 <2014. 12. 23.>
내국세,조세특례제한법,"(1) Deleted. <by Act No. 10406, Dec. 27, 2010>",① 삭제 <2010. 12. 27.>
내국세,조세특례제한법,"[This Article Newly Inserted by; Act No. 16009, Dec. 24, 2018]",[본조신설 2018. 12. 24.]
내국세,조세특례제한법,"(2) Deleted. <by Act No. 6762, Dec. 11, 2002>",② 삭제 <2002. 12. 11.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11614, Jan. 1, 2013]",[본조신설 2013. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 14390, Dec. 20, 2016]",[본조신설 2016. 12. 20.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 16009, Dec. 24, 2018]",[본조신설 2018. 12. 24.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12853, Dec. 23, 2014]",[본조신설 2014. 12. 23.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 14390, Dec. 20, 2016]",[본조신설 2016. 12. 20.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 16009, Dec. 24, 2018]",[본조신설 2018. 12. 24.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12853, Dec. 23, 2014]",[본조신설 2014. 12. 23.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 15227, Dec. 19, 2017]",[본조신설 2017. 12. 19.]
내국세,조세특례제한법,"(3) Deleted. <by Act No. 16009, Dec. 24, 2018>",③ 삭제 <2018. 12. 24.>
내국세,조세특례제한법,(Total annual wages of the full-time employee for the immediately preceding taxable year－Total annual wages of the full-time employee for the relevant taxable year) × 50/100.,[본조신설 2009. 3. 25.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 9921, Jan. 1, 2010]",[본조신설 2010. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 9921, Jan. 1, 2010]",[본조신설 2010. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"(1) Deleted. <by Act No. 6538, Dec. 29, 2001>",① 삭제 <2001. 12. 29.>
내국세,조세특례제한법,"(5) Deleted. <by Act No. 6538, Dec. 29, 2001>",⑤ 삭제 <2001. 12. 29.>
내국세,조세특례제한법,"2. Deleted; <by Act No. 15227, Dec. 19, 2017>",2. 삭제 <2017. 12. 19.>
내국세,조세특례제한법,"1. Deleted; <by Act No. 9272, Dec. 26, 2008>",1. 삭제 <2008. 12. 26.>
내국세,조세특례제한법,"4. Deleted; <by Act No. 6538, Dec. 29, 2001>",4. 삭제 <2001. 12. 29.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 10901, Jul. 25, 2011]",[본조신설 2011. 7. 25.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 15227, Dec. 19, 2017]",[본조신설 2017. 12. 19.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 15227, Dec. 19, 2017]",[본조신설 2017. 12. 19.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"3. Deleted; <by Act No. 6045, Dec. 28, 1999>",3. 삭제 <1999. 12. 28.>
내국세,조세특례제한법,"(3) Deleted. <by Act No. 11614, Jan. 1, 2013>",③ 삭제 <2013. 1. 1.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12853, Dec. 23, 2014]",[본조신설 2014. 12. 23.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 14390, Dec. 20, 2016]",[본조신설 2016. 12. 20.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 9921, Jan. 1, 2010]",[본조신설 2010. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 9921, Jan. 1, 2010]",[본조신설 2010. 1. 1.]
내국세,조세특례제한법,"(5) Deleted. <by Act No. 14390, Dec. 20, 2016>",⑤ 삭제 <2016. 12. 20.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 7003, Dec. 30, 2003]",[본조신설 2003. 12. 30.]
내국세,조세특례제한법,"(1) Deleted. <by Act No. 7839, Dec. 31, 2005>",① 삭제 <2005. 12. 31.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 10631, May 19, 2011]",[본조신설 2011. 5. 19.]
내국세,조세특례제한법,"(2) Deleted. <by Act No. 6538, Dec. 29, 2001>",② 삭제 <2001. 12. 29.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11614, Jan. 1, 2013]",[본조신설 2013. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 16009, Dec. 24, 2018]",[본조신설 2018. 12. 24.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12853, Dec. 23, 2014]",[본조신설 2014. 12. 23.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 15785, Oct. 16, 2018]",[본조신설 2018. 10. 16.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12853, Dec. 23, 2014]",[본조신설 2014. 12. 23.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 14390, Dec. 20, 2016]",[본조신설 2016. 12. 20.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 10285, May 14, 2010]",[본조신설 2010. 5. 14.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 10631, May 19, 2011]",[본조신설 2011. 5. 19.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11486, Oct. 2, 2012]",[본조신설 2012. 10. 2.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12853, Dec. 23, 2014]",[본조신설 2014. 12. 23.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11759, May 10, 2013]",[본조신설 2013. 5. 10.]
내국세,조세특례제한법,"(2) Deleted. <by Act No. 8827, Dec. 31, 2007>",② 삭제 <2007. 12. 31.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12031, Aug. 13, 2013]",[본조신설 2013. 8. 13.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12031, Aug. 13, 2013]",[본조신설 2013. 8. 13.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 16009, Dec. 24, 2018]",[본조신설 2018. 12. 24.]
내국세,조세특례제한법,"1. Deleted; <by Act No. 16009, Dec. 24, 2018>",1. 삭제 <2018. 12. 24.>
내국세,조세특례제한법,"3. Deleted; <by Act No. 14390, Dec. 20, 2016>",3. 삭제 <2016. 12. 20.>
내국세,조세특례제한법,"1. Deleted; <by Act No. 12173, Jan. 1, 2014>",1. 삭제 <2014. 1. 1.>
내국세,조세특례제한법,"(4) Deleted. <by Act No. 12173, Jan. 1, 2014>",④ 삭제 <2014. 1. 1.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 8827, Dec. 31, 2007]",[본조신설 2007. 12. 31.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 8827, Dec. 31, 2007]",[본조신설 2007. 12. 31.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 8827, Dec. 31, 2007]",[본조신설 2007. 12. 31.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 8827, Dec. 31, 2007]",[본조신설 2007. 12. 31.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"3. Deleted; <by Act No. 14390, Dec. 20, 2016>",3. 삭제 <2016. 12. 20.>
내국세,조세특례제한법,"2. Deleted. <Act No. 16009, Dec. 24, 2018>",2. 삭제 <2018. 12. 24.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 15227, Dec. 19, 2017]",[본조신설 2017. 12. 19.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 9921, Jan. 1, 2010]",[본조신설 2010. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 9921, Jan. 1, 2010]",[본조신설 2010. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 9131, Sep. 26, 2008]",[본조신설 2008. 9. 26.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 9272, Dec. 26, 2008]",[본조신설 2008. 12. 26.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 9921, Jan. 1, 2010]",[본조신설 2010. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 10406, Dec. 27, 2010]",[본조신설 2010. 12. 27.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 10406, Dec. 27, 2010]",[본조신설 2010. 12. 27.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11133, Dec. 31, 2011]",[본조신설 2011. 12. 31.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 15227, Dec. 19, 2017]",[본조신설 2017. 12. 19.]
내국세,조세특례제한법,"3. Deleted. <by Act No. 11133, Dec. 31, 2011>",3. 삭제 <2011. 12. 31.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 15227, Dec. 19, 2017]",[본조신설 2017. 12. 19.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"(6) Deleted. <by Act No. 14390, Dec. 20, 2016>",⑥ 삭제 <2016. 12. 20.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 9921, Jan. 1, 2010]",[본조신설 2010. 1. 1.]
내국세,조세특례제한법,"(2) Deleted. <by Act No. 10406, Dec. 27, 2010>",② 삭제 <2010. 12. 27.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11614, Jan. 1, 2013]",[본조신설 2013. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11614, Jan. 1, 2013]",[본조신설 2013. 1. 1.]
내국세,조세특례제한법,"(3) Deleted. <by Act No. 11133, Dec. 31, 2011>",③ 삭제 <2011. 12. 31.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11614, Jan. 1, 2013]",[본조신설 2013. 1. 1.]
내국세,조세특례제한법,"2. Deleted; <by Act No. 12173, Jan. 1, 2014>",2. 삭제 <2014. 1. 1.>
내국세,조세특례제한법,"3. Deleted. <by Act No. 16009, Dec. 24, 2018>",3. 삭제 <2018. 12. 24.>
내국세,조세특례제한법,"3. Deleted. <by Act No. 16009, Dec. 24, 2018>",3. 삭제 <2018. 12. 24.>
내국세,조세특례제한법,"(3) Deleted. <by Act No. 13560, Dec. 15, 2015>",③ 삭제 <2015. 12. 15.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 16009, Dec. 24, 2018]",[본조신설 2018. 12. 24.]
내국세,조세특례제한법,"3. Deleted. <by Act No. 16009, Dec. 24, 2018>",3. 삭제 <2018. 12. 24.>
내국세,조세특례제한법,"(3) Deleted. <by Act No. 13560, Dec. 15, 2015>",③ 삭제 <2015. 12. 15.>
내국세,조세특례제한법,"(3) Deleted. <by Act No. 13560, Dec. 15, 2015>",③ 삭제 <2015. 12. 15.>
내국세,조세특례제한법,"3. Deleted. <by Act No. 16009, Dec. 24, 2018>",3. 삭제 <2018. 12. 24.>
내국세,조세특례제한법,"(3) Deleted. <by Act No. 13560, Dec. 15, 2015>",③ 삭제 <2015. 12. 15.>
내국세,조세특례제한법,"(10) Deleted. <by Act No. 13560, Dec. 15, 2015>",⑩ 삭제 <2015. 12. 15.>
내국세,조세특례제한법,"3. Deleted. <by Act No. 16009, Dec. 24, 2018>",3. 삭제 <2018. 12. 24.>
내국세,조세특례제한법,"(10) Deleted. <by Act No. 13560, Dec. 15, 2015>",⑩ 삭제 <2015. 12. 15.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11133, Dec. 31, 2011]",[본조신설 2011. 12. 31.]
내국세,조세특례제한법,"3. Deleted. <by Act No. 16009, Dec. 24, 2018>",3. 삭제 <2018. 12. 24.>
내국세,조세특례제한법,"3. Deleted. <by Act No. 16009, Dec. 24, 2018>",3. 삭제 <2018. 12. 24.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11133, Dec. 31, 2011]",[본조신설 2011. 12. 31.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12570, May 14, 2014]",[본조신설 2014. 5. 14.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 13560, Dec. 15, 2015]",[본조신설 2015. 12. 15.]
내국세,조세특례제한법,"1. Deleted; <by Act No. 14390, Dec. 20, 2016>",1. 삭제 <2016. 12. 20.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 14390, Dec. 20, 2016]",[본조신설 2016. 12. 20.]
내국세,조세특례제한법,"1. Deleted; <by Act No. 15227, Dec. 19, 2017>",1. 삭제 <2017. 12. 19.>
내국세,조세특례제한법,"3. Deleted; <by Act No. 11614, Jan. 1, 2013>",3. 삭제 <2013. 1. 1.>
내국세,조세특례제한법,"7. Deleted. <by Act No. 14390, Dec. 20, 2016>",7. 삭제 <2016. 12. 20.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 10631, May 19, 2011]",[본조신설 2011. 5. 19.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 12173, Jan. 1, 2014]",[본조신설 2014. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11614, Jan. 1, 2013]",[본조신설 2013. 1. 1.]
내국세,조세특례제한법,"1. Deleted; <by Act No. 12173, Jan. 1, 2014>",1. 삭제 <2014. 1. 1.>
내국세,조세특례제한법,"8. Deleted; <by Act No. 16009, Dec. 24, 2018>",8. 삭제 <2018. 12. 24.>
내국세,조세특례제한법,"1. Deleted; <by Act No. 8827, Dec. 31, 2007>",1. 삭제 <2007. 12. 31.>
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 9272, Dec. 26, 2008]",[본조신설 2008. 12. 26.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11614, Jan. 1, 2013]",[본조신설 2013. 1. 1.]
내국세,조세특례제한법,"[This Article Newly Inserted by Act No. 11133, Dec. 31, 2011]",[본조신설 2011. 12. 31.]
내국세,조세특례제한법,"(3) Deleted. <by Act No. 6297, Dec. 29, 2000>",③ 삭제 <2000.12.29>
내국세,조세특례제한법,(2) Omitted.,② 생략
내국세,조세특례제한법,(3) Omitted.,③ 생략
내국세,조세특례제한법,(2) Omitted.,② 생략
내국세,조세특례제한법,(2) Omitted.,② 생략
내국세,조세특례제한법 시행규칙,"(1) Deleted. <Mar. 17, 2017>",① 삭제 <2017. 3. 17.>
내국세,조세특례제한법 시행규칙,"(2) Deleted. <Mar. 13, 2015.>",② 삭제 <2015. 3. 13.>
내국세,조세특례제한법 시행규칙,"(3) Deleted. <Mar. 13, 2015.>",③ 삭제 <2015. 3. 13.>
내국세,조세특례제한법 시행규칙,"(6) Deleted. <Mar. 13, 2015.>",⑥ 삭제 <2015. 3. 13.>
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 7, 2011]",[본조신설 2011. 4. 7.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 17, 2017]",[본조신설 2017. 3. 17.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 21, 2018]",[본조신설 2018. 3. 21.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 17, 2017]",[본조신설 2017. 3. 17.]
내국세,조세특례제한법 시행규칙,"3. Deleted. <Feb. 28, 2012>",3. 삭제 <2012. 2. 28.>
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 30, 2000]",[본조신설 2000. 3. 30.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 7, 2009]",[본조신설 2009. 4. 7.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 7, 2009]",[본조신설 2009. 4. 7.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 7, 2011]",[본조신설 2011. 4. 7.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 13, 2015]",[본조신설 2015. 3. 13.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 14, 2016]",[본조신설 2016. 3. 14.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 14, 2016]",[본조신설 2016. 3. 14.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 17, 2017]",[본조신설 2017. 3. 17.]
내국세,조세특례제한법 시행규칙,"3. Deleted. <Mar. 18, 2022>",3. 삭제 <2022. 3. 18.>
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 13, 2020]",[본조신설 2020. 3. 13.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 13, 2020]",[본조신설 2020. 3. 13.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 16, 2021]",[본조신설 2021. 3. 16.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 16, 2021]",[본조신설 2021. 3. 16.]
내국세,조세특례제한법 시행규칙,"(2) Deleted. <Mar. 13, 2020>",② 삭제 <2020. 3. 13.>
내국세,조세특례제한법 시행규칙,"(3) Deleted. <Mar. 13, 2020>",③ 삭제 <2020. 3. 13.>
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 16, 2021]",[본조신설 2021. 3. 16.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 13, 2015]",[본조신설 2015. 3. 13.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 14, 2016]",[본조신설 2016. 3. 14.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 21, 2018]",[본조신설 2018. 3. 21.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 29, 2008]",[본조신설 2008. 4. 29.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 16, 2021]",[본조신설 2021. 3. 16.]
내국세,조세특례제한법 시행규칙,"(3) Deleted. <Aug. 28, 2009.>",⑦ 삭제 <2009. 8. 28.>
내국세,조세특례제한법 시행규칙,"[Newly Inserted on Mar. 6, 2004]",[본조신설 2004. 3. 6.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 14, 2014]",[본조신설 2014. 3. 14.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 14, 2014]",[본조신설 2014. 3. 14.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 18, 2022]",[본조신설 2022. 3. 18.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 20, 2019]",[본조신설 2019. 3. 20.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Aug. 3, 2011]",[본조신설 2011. 8. 3.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 21, 2018]",[본조신설 2018. 3. 21.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 21, 2018]",[본조신설 2018. 3. 21.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 14, 2014]",[본조신설 2014. 3. 14.]
내국세,조세특례제한법 시행규칙,"[Newly Inserted on Mar. 28, 2001]",[본조신설 2001. 3. 28.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 7, 2011]",[본조신설 2011. 4. 7.]
내국세,조세특례제한법 시행규칙,"[Article Newly Inserted on Feb. 25, 2016]",[본조신설 2016. 2. 25.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 7, 2009]",[본조신설 2009. 4. 7.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Mar. 30, 2007]",[본조신설 2007. 3. 30.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 20, 2010]",[본조신설 2010. 4. 20.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 29, 2008]",[본조신설 2008. 4. 29.]
내국세,조세특례제한법 시행규칙,"[This Article Newly Inserted on Apr. 29, 2008]",[본조신설 2008. 4. 29.]
